ENSMUST00000000001	Gnai3__chr3
ENSMUST00000128692	Atp2b4__chr1
ENSMUST00000128693	Elac2__chr11
ENSMUST00000128694	Chka__chr19
ENSMUST00000128695	Akr1c6__chr13
ENSMUST00000128696	Eya2__chr2
ENSMUST00000128697	Lrrc23__chr6
ENSMUST00000128698	Tvp23b__chr11
ENSMUST00000128699	Rwdd1__chr10
ENSMUST00000128700	Megf6__chr4
ENSMUST00000128701	Eno2__chr6
ENSMUST00000128702	Cit__chr5
ENSMUST00000128703	Pidd1__chr7
ENSMUST00000128704	Vamp4__chr1
ENSMUST00000128705	Lrrc75a__chr11
ENSMUST00000128706	Tcf4__chr18
ENSMUST00000128707	Smarce1__chr11
ENSMUST00000128708	Tulp3__chr6
ENSMUST00000128709	Eif2b2__chr12
ENSMUST00000128710	Dennd4c__chr4
ENSMUST00000128711	Reps1__chr10
ENSMUST00000128712	Acer2__chr4
ENSMUST00000128713	Mast2__chr4
ENSMUST00000128714	Acad11__chr9
ENSMUST00000128715	Plekha2__chr8
ENSMUST00000128716	Dclre1b__chr3
ENSMUST00000128717	Ankfn1__chr11
ENSMUST00000128718	Lrrtm4__chr6
ENSMUST00000128719	Accs__chr2
ENSMUST00000128720	Taok3__chr5
ENSMUST00000128721	Lpcat3__chr6
ENSMUST00000128723	Evi5__chr5
ENSMUST00000128724	Iqsec2__chrX
ENSMUST00000128725	Rps3__chr7
ENSMUST00000128726	Atp8a1__chr5
ENSMUST00000128727	Actr3b__chr5
ENSMUST00000128728	Gm15690__chr5
ENSMUST00000128729	Rps9__chr7
ENSMUST00000128731	Zfp629__chr7
ENSMUST00000128732	Bglap__chr3
ENSMUST00000128733	Rpl11__chr4
ENSMUST00000128734	Frs3__chr17
ENSMUST00000128735	Cntd1__chr11
ENSMUST00000128737	6820408C15Rik__chr2
ENSMUST00000128738	Phyh__chr2
ENSMUST00000128739	Tdp1__chr12
ENSMUST00000128740	Afm__chr5
ENSMUST00000128741	Gipc2__chr3
ENSMUST00000128742	Lrp2__chr2
ENSMUST00000128743	Gm13376__chr2
ENSMUST00000128745	Nup85__chr11
ENSMUST00000128746	Acsl1__chr8
ENSMUST00000128747	R3hcc1__chr14
ENSMUST00000128748	Arrb2__chr11
ENSMUST00000128749	Llgl1__chr11
ENSMUST00000128750	Usp46__chr5
ENSMUST00000128751	Ccdc167__chr17
ENSMUST00000128752	Itga2b__chr11
ENSMUST00000128753	Gaa__chr11
ENSMUST00000128754	Arhgef39__chr4
ENSMUST00000128755	Pcolce__chr5
ENSMUST00000128756	Leng8__chr7
ENSMUST00000128757	Mpv17l__chr16
ENSMUST00000128758	Rpl10a__chr17
ENSMUST00000128759	Irak1__chrX
ENSMUST00000128761	Sag__chr1
ENSMUST00000128762	Cd81__chr7
ENSMUST00000128763	Dnase1l1__chrX
ENSMUST00000128764	Sap18__chr14
ENSMUST00000128765	Phospho2__chr2
ENSMUST00000128766	Sept6__chrX
ENSMUST00000128767	Cfb__chr17
ENSMUST00000128768	Kmt2a__chr9
ENSMUST00000128769	Lrrc36__chr8
ENSMUST00000128770	Vhl__chr6
ENSMUST00000128771	Tmem29__chrX
ENSMUST00000128772	2410089E03Rik__chr15
ENSMUST00000128773	Slc25a14__chrX
ENSMUST00000128774	Ankrd16__chr2
ENSMUST00000128775	Rapgef3__chr15
ENSMUST00000128776	Nr4a2__chr2
ENSMUST00000128777	Stam__chr2
ENSMUST00000128778	Flt3l__chr7
ENSMUST00000128780	Nab2__chr10
ENSMUST00000128781	Phf21a__chr2
ENSMUST00000128782	Mapkapk5__chr5
ENSMUST00000128783	Svep1__chr4
ENSMUST00000128784	Mettl23__chr11
ENSMUST00000128785	Ccne1__chr7
ENSMUST00000128786	Ccdc38__chr10
ENSMUST00000128787	Ndufv1__chr19
ENSMUST00000128788	Ift20__chr11
ENSMUST00000128789	Pdzk1__chr3
ENSMUST00000128790	Tpra1__chr6
ENSMUST00000128791	Ctsc__chr7
ENSMUST00000128792	Hsdl2__chr4
ENSMUST00000128793	Acox1__chr11
ENSMUST00000128794	Wdpcp__chr11
ENSMUST00000128795	Mlh1__chr9
ENSMUST00000128796	Git1__chr11
ENSMUST00000128797	Adamts20__chr15
ENSMUST00000128798	Pitpnm1__chr19
ENSMUST00000128799	Stag2__chrX
ENSMUST00000128800	Gm13091__chr4
ENSMUST00000128801	Rpl23__chr11
ENSMUST00000128802	Dhrs1__chr14
ENSMUST00000128803	Spg7__chr8
ENSMUST00000128804	Gm15941__chr15
ENSMUST00000128805	Prr14__chr7
ENSMUST00000128806	Gm11946__chr11
ENSMUST00000128807	Gm16145__chr10
ENSMUST00000128808	Srp68__chr11
ENSMUST00000128809	Mid2__chrX
ENSMUST00000128810	Aptx__chr4
ENSMUST00000128811	St6galnac6__chr2
ENSMUST00000128812	Bbs9__chr9
ENSMUST00000128813	Eef2k__chr7
ENSMUST00000128814	Sh3yl1__chr12
ENSMUST00000128815	2700069I18Rik__chr3
ENSMUST00000128816	Bcl2l12__chr7
ENSMUST00000128817	Sun1__chr5
ENSMUST00000128818	Lmbr1l__chr15
ENSMUST00000128819	Rps6ka6__chrX
ENSMUST00000128820	Azin2__chr4
ENSMUST00000128822	Cope__chr8
ENSMUST00000128823	Cd37__chr7
ENSMUST00000128824	Arl16__chr11
ENSMUST00000128825	Slc25a39__chr11
ENSMUST00000128826	Llgl2__chr11
ENSMUST00000128827	Gcgr__chr11
ENSMUST00000128828	Adam33__chr2
ENSMUST00000128829	Chchd7__chr4
ENSMUST00000128830	Pop5__chr5
ENSMUST00000128831	Atg9b__chr5
ENSMUST00000128832	Gm15555__chr16
ENSMUST00000128833	Haus8__chr8
ENSMUST00000128834	Arfgef1__chr1
ENSMUST00000128835	Tmem109__chr19
ENSMUST00000128836	Aatk__chr11
ENSMUST00000128837	Ahcyl2__chr6
ENSMUST00000128838	Gm15155__chrX
ENSMUST00000128839	Cln8__chr8
ENSMUST00000128840	Eif4g1__chr16
ENSMUST00000128841	Gm16024__chr4
ENSMUST00000128842	Gtf2ird2__chr5
ENSMUST00000128843	Pcdh15__chr10
ENSMUST00000128845	Adamtsl5__chr10
ENSMUST00000128846	Gm14255__chr2
ENSMUST00000128847	Armcx5__chrX
ENSMUST00000128848	1810062O18Rik__chr14
ENSMUST00000128849	Mdfic__chr6
ENSMUST00000128850	Wdr17__chr8
ENSMUST00000128851	Fus__chr7
ENSMUST00000128852	Ccdc120__chrX
ENSMUST00000128853	Cdkl3__chr11
ENSMUST00000128854	Socs2__chr10
ENSMUST00000128855	Gapvd1__chr2
ENSMUST00000128856	Dgcr8__chr16
ENSMUST00000128857	Ppp1r12c__chr7
ENSMUST00000128858	Gm14379__chrX
ENSMUST00000128859	Gm13618__chr2
ENSMUST00000128860	Cdh8__chr8
ENSMUST00000128861	Pogk__chr1
ENSMUST00000128862	Nr3c2__chr8
ENSMUST00000128863	Rbfox3__chr11
ENSMUST00000128864	Upp2__chr2
ENSMUST00000128865	Dmxl2__chr9
ENSMUST00000128866	Rbms1__chr2
ENSMUST00000128868	Acvrl1__chr15
ENSMUST00000128869	Mapk10__chr5
ENSMUST00000128870	Psmb6__chr11
ENSMUST00000128871	Nrip1__chr16
ENSMUST00000128872	Gm15535__chr3
ENSMUST00000128873	Gmpr__chr13
ENSMUST00000128874	Tbc1d2b__chr9
ENSMUST00000128876	Nelfb__chr2
ENSMUST00000128877	Lrrc49__chr9
ENSMUST00000128878	Parp9__chr16
ENSMUST00000128879	Slc1a3__chr15
ENSMUST00000128880	Oxsr1__chr9
ENSMUST00000128881	Casz1__chr4
ENSMUST00000128882	Srxn1__chr2
ENSMUST00000128883	Ctdspl2__chr2
ENSMUST00000128884	Spryd3__chr15
ENSMUST00000128885	Ecm1__chr3
ENSMUST00000128886	Ggt1__chr10
ENSMUST00000128887	Gtpbp10__chr5
ENSMUST00000128888	F730016J06Rik__chr2
ENSMUST00000128889	Tpt1__chr14
ENSMUST00000128890	Syp__chrX
ENSMUST00000128891	Ttll4__chr1
ENSMUST00000128892	Akr1c13__chr13
ENSMUST00000128893	Pcca__chr14
ENSMUST00000128894	Gm15336__chr18
ENSMUST00000128895	Hemk1__chr9
ENSMUST00000128896	Hnf4aos__chr2
ENSMUST00000128897	Pgap3__chr11
ENSMUST00000128898	B230118H07Rik__chr2
ENSMUST00000128899	Slc23a2__chr2
ENSMUST00000128900	Hba-ps4__chr17
ENSMUST00000128901	Edrf1__chr7
ENSMUST00000128902	Dgkz__chr2
ENSMUST00000128903	Gm6792__chr7
ENSMUST00000128904	A830036E02Rik__chr11
ENSMUST00000128905	Lrrc48__chr11
ENSMUST00000128906	Tmem80__chr7
ENSMUST00000128908	Hdac10__chr15
ENSMUST00000128909	Tmem56__chr3
ENSMUST00000128910	Pdlim7__chr13
ENSMUST00000128911	Pdlim7__chr13
ENSMUST00000128912	Impa1__chr3
ENSMUST00000128913	Hexdc__chr11
ENSMUST00000128914	Gm15912__chr13
ENSMUST00000128915	Gdi1__chrX
ENSMUST00000128916	Cfap44__chr16
ENSMUST00000128917	Prdm15__chr16
ENSMUST00000128918	Polr3c__chr3
ENSMUST00000128919	8030453O22Rik__chr6
ENSMUST00000128920	Eif2b1__chr5
ENSMUST00000128921	Prlr__chr15
ENSMUST00000128922	Paxbp1__chr16
ENSMUST00000128923	Acad8__chr9
ENSMUST00000128924	Ccdc93__chr1
ENSMUST00000128925	4930556G01Rik__chr4
ENSMUST00000128926	Dhrs3__chr4
ENSMUST00000128927	Ahcyl2__chr6
ENSMUST00000128928	Oaz2__chr9
ENSMUST00000128929	Gale__chr4
ENSMUST00000128930	Mllt3__chr4
ENSMUST00000128931	Cbx7__chr15
ENSMUST00000128932	Zfp62__chr11
ENSMUST00000128933	Tex2__chr11
ENSMUST00000128934	Krt13__chr11
ENSMUST00000128935	Gm8093__chr9
ENSMUST00000128936	Prrc2b__chr2
ENSMUST00000128937	Map2k2__chr10
ENSMUST00000128938	Pi4ka__chr16
ENSMUST00000128939	Gm13225__chr4
ENSMUST00000128940	Med7__chr11
ENSMUST00000128941	Tor1aip2__chr1
ENSMUST00000128942	Rabl6__chr2
ENSMUST00000128943	B430212C06Rik__chr18
ENSMUST00000128944	Gramd2__chr9
ENSMUST00000128945	Mipol1__chr12
ENSMUST00000128946	Zcwpw1__chr5
ENSMUST00000128947	Stra6l__chr4
ENSMUST00000128948	Lepr__chr4
ENSMUST00000128949	Hells__chr19
ENSMUST00000128951	Trim28__chr7
ENSMUST00000128952	Rpl26__chr11
ENSMUST00000128953	Eme2__chr17
ENSMUST00000128954	Rnf10__chr5
ENSMUST00000128955	Rnf7__chr9
ENSMUST00000128957	Stau2__chr1
ENSMUST00000128958	Mapk1__chr16
ENSMUST00000128959	Tbcel__chr9
ENSMUST00000128960	Brip1os__chr11
ENSMUST00000128961	Sirt2__chr7
ENSMUST00000128962	Psrc1__chr3
ENSMUST00000128963	Cwc22__chr2
ENSMUST00000128965	Dysf__chr6
ENSMUST00000128966	Sema5b__chr16
ENSMUST00000128967	Rell1__chr5
ENSMUST00000128968	Atrx__chrX
ENSMUST00000128969	Tmtc4__chr14
ENSMUST00000128970	Cln3__chr7
ENSMUST00000128971	Mfap3__chr11
ENSMUST00000128972	Rnaseh2a__chr8
ENSMUST00000128973	Grhpr__chr4
ENSMUST00000128974	Ezh1__chr11
ENSMUST00000128975	Cryzl1__chr16
ENSMUST00000128977	Kdm1b__chr13
ENSMUST00000128978	Abcc5__chr16
ENSMUST00000128980	Slx4__chr16
ENSMUST00000128981	Chd3__chr11
ENSMUST00000128982	Gm2415__chr9
ENSMUST00000128983	Dmd__chrX
ENSMUST00000128985	Emcn__chr3
ENSMUST00000128986	Lsp1__chr7
ENSMUST00000128987	Keg1__chr19
ENSMUST00000128988	Msto1__chr3
ENSMUST00000128989	Urb1__chr16
ENSMUST00000128991	Aldh3a2__chr11
ENSMUST00000128992	Stk11__chr10
ENSMUST00000128993	Hras__chr7
ENSMUST00000128994	Vps16__chr2
ENSMUST00000128995	Accsl__chr2
ENSMUST00000128996	Gm12059__chr11
ENSMUST00000128997	Pdpk1__chr17
ENSMUST00000128998	Gm12866__chr4
ENSMUST00000128999	Tox2__chr2
ENSMUST00000129000	Gm14978__chr2
ENSMUST00000129001	Ankrd13a__chr5
ENSMUST00000129002	Ccnl1__chr3
ENSMUST00000129003	Fam217b__chr2
ENSMUST00000129004	Lsg1__chr16
ENSMUST00000129005	Hsp90aa1__chr12
ENSMUST00000129006	Tcea2__chr2
ENSMUST00000129007	A630023P12Rik__chr5
ENSMUST00000129008	Mlxipl__chr5
ENSMUST00000129009	Tfb2m__chr1
ENSMUST00000129010	Nprl3__chr11
ENSMUST00000129011	Sun5__chr2
ENSMUST00000129012	Mettl2__chr11
ENSMUST00000129013	Wbscr22__chr5
ENSMUST00000129014	Serf1__chr13
ENSMUST00000129015	Ptprt__chr2
ENSMUST00000129016	Rhbdd3__chr11
ENSMUST00000129017	Ttc28__chr5
ENSMUST00000129018	Myh1__chr11
ENSMUST00000129019	Aff4__chr11
ENSMUST00000129020	Ggt1__chr10
ENSMUST00000129021	Aptx__chr4
ENSMUST00000129022	Prkag2__chr5
ENSMUST00000129023	Ercc3__chr18
ENSMUST00000129024	Coq5__chr5
ENSMUST00000129025	Ulk2__chr11
ENSMUST00000129026	Anp32a__chr9
ENSMUST00000129027	Tcf3__chr10
ENSMUST00000129028	Zmym4__chr4
ENSMUST00000129029	Epha7__chr4
ENSMUST00000129030	Pard3b__chr1
ENSMUST00000129031	Drosha__chr15
ENSMUST00000129032	Kazn__chr4
ENSMUST00000129033	Arpc1b__chr5
ENSMUST00000129034	Grb7__chr11
ENSMUST00000129035	Ruvbl1__chr6
ENSMUST00000129038	Zfp688__chr7
ENSMUST00000129039	Desi1__chr15
ENSMUST00000129040	Cplx1__chr5
ENSMUST00000129041	Synj1__chr16
ENSMUST00000129042	Slc17a1__chr13
ENSMUST00000129043	Pqlc1__chr18
ENSMUST00000129044	Eif4a3__chr11
ENSMUST00000129045	Foxred2__chr15
ENSMUST00000129046	Tcp11__chr17
ENSMUST00000129047	Rpusd3__chr6
ENSMUST00000129048	Dpy19l1__chr9
ENSMUST00000129049	Ercc4__chr16
ENSMUST00000129050	Sox5__chr6
ENSMUST00000129051	9530053A07Rik__chr7
ENSMUST00000129052	Tmem109__chr19
ENSMUST00000129053	Dram2__chr3
ENSMUST00000129054	Ublcp1__chr11
ENSMUST00000129055	Mtx1__chr3
ENSMUST00000129056	Gm13747__chr2
ENSMUST00000129057	Zfp952__chr17
ENSMUST00000129058	Map6__chr7
ENSMUST00000129059	2610206C17Rik__chr7
ENSMUST00000129060	Pde7a__chr3
ENSMUST00000129061	Cse1l__chr2
ENSMUST00000129062	Gnpda1__chr18
ENSMUST00000129063	Gm15608__chr10
ENSMUST00000129064	Cep89__chr7
ENSMUST00000129065	E130006D01Rik__chr5
ENSMUST00000129066	Mrps5__chr2
ENSMUST00000129067	Gm14120__chr2
ENSMUST00000129068	Bivm__chr1
ENSMUST00000129069	Chchd3__chr6
ENSMUST00000129070	Idh3g__chrX
ENSMUST00000129071	Retsat__chr6
ENSMUST00000129072	Fam179a__chr17
ENSMUST00000129073	Kcnq2__chr2
ENSMUST00000129074	Tns3__chr11
ENSMUST00000129075	1700007M16Rik__chr2
ENSMUST00000129076	Snx15__chr19
ENSMUST00000129077	Zfp385b__chr2
ENSMUST00000129078	Wbp11__chr6
ENSMUST00000129079	Sun1__chr5
ENSMUST00000129080	Kptn__chr7
ENSMUST00000129081	Syvn1__chr19
ENSMUST00000129082	9030622O22Rik__chr2
ENSMUST00000129083	Smim24__chr10
ENSMUST00000129084	4930471C06Rik__chr4
ENSMUST00000129085	Inpp5f__chr7
ENSMUST00000129087	Far1__chr7
ENSMUST00000129088	Stard13__chr5
ENSMUST00000129089	Nr6a1os__chr2
ENSMUST00000129090	Col9a3__chr2
ENSMUST00000129091	Ccdc167__chr17
ENSMUST00000129092	Mtus2__chr5
ENSMUST00000129093	Myl12a__chr17
ENSMUST00000129094	Stk38__chr17
ENSMUST00000129095	Nbeal2__chr9
ENSMUST00000129096	Mapk13__chr17
ENSMUST00000129097	4930589P08Rik__chr4
ENSMUST00000129098	Camk2b__chr11
ENSMUST00000129099	Slc2a9__chr5
ENSMUST00000129100	Gfra1__chr19
ENSMUST00000129101	Prrg2__chr7
ENSMUST00000129102	Gm12536__chr4
ENSMUST00000129103	Fgfr2__chr7
ENSMUST00000129104	Fbxw5__chr2
ENSMUST00000129105	St7__chr6
ENSMUST00000129106	Pnck__chrX
ENSMUST00000129107	Gls__chr1
ENSMUST00000129108	Tbx3os1__chr5
ENSMUST00000129110	Gm14297__chr2
ENSMUST00000129111	Cep128__chr12
ENSMUST00000129112	Nol6__chr4
ENSMUST00000129113	Arhgef11__chr3
ENSMUST00000129114	Mettl5os__chr2
ENSMUST00000129115	Hus1__chr11
ENSMUST00000129116	Dedd__chr1
ENSMUST00000129117	Ercc8__chr13
ENSMUST00000129118	Ckap5__chr2
ENSMUST00000129119	Dlgap2__chr8
ENSMUST00000129120	Rgs10__chr7
ENSMUST00000129121	Coro2a__chr4
ENSMUST00000129122	Trim28__chr7
ENSMUST00000129123	Iqcb1__chr16
ENSMUST00000129124	Baz2b__chr2
ENSMUST00000129125	Creld1__chr6
ENSMUST00000129126	Gm12246__chr11
ENSMUST00000129127	Pgm5__chr19
ENSMUST00000129128	Slc38a10__chr11
ENSMUST00000129129	Gramd2__chr9
ENSMUST00000129130	Ckmt1__chr2
ENSMUST00000129131	Traf1__chr2
ENSMUST00000129132	Wdr17__chr8
ENSMUST00000129133	Csrnp3__chr2
ENSMUST00000129134	Rhbdd2__chr5
ENSMUST00000129135	Cp__chr3
ENSMUST00000129136	Strc__chr2
ENSMUST00000129137	Raly__chr2
ENSMUST00000129138	Dio1__chr4
ENSMUST00000129139	Gm11712__chr11
ENSMUST00000129140	Nelfb__chr2
ENSMUST00000129142	Ctgf__chr10
ENSMUST00000129143	Smox__chr2
ENSMUST00000129144	Rgs10__chr7
ENSMUST00000129145	Plekhg2__chr7
ENSMUST00000129146	E130006D01Rik__chr5
ENSMUST00000129147	Timeless__chr10
ENSMUST00000129148	Dpyd__chr3
ENSMUST00000129149	E330017L17Rik__chr4
ENSMUST00000129150	Zmynd12__chr4
ENSMUST00000129151	Zdhhc3__chr9
ENSMUST00000129152	Pgm1__chr5
ENSMUST00000129153	Plcb2__chr2
ENSMUST00000129154	Hnrnpa1l2-ps__chr13
ENSMUST00000129156	Dnm1__chr2
ENSMUST00000129157	Ppil1__chr17
ENSMUST00000129158	Gm16346__chr8
ENSMUST00000129159	Usp5__chr6
ENSMUST00000129160	Etv4__chr11
ENSMUST00000129161	Zbtb49__chr5
ENSMUST00000129162	Mmgt2__chr11
ENSMUST00000129163	Pomt1__chr2
ENSMUST00000129164	C030005K06Rik__chr18
ENSMUST00000129165	St6galnac6__chr2
ENSMUST00000129166	Tm2d3__chr7
ENSMUST00000129167	Son__chr16
ENSMUST00000129168	Myrip__chr9
ENSMUST00000129169	Spata3__chr1
ENSMUST00000129170	March8__chr6
ENSMUST00000129171	Mis18a__chr16
ENSMUST00000129172	Ccdc146__chr5
ENSMUST00000129173	Avil__chr10
ENSMUST00000129174	Pdlim2__chr14
ENSMUST00000129175	Med9os__chr11
ENSMUST00000129176	Gmpr__chr13
ENSMUST00000129177	Tmem63b__chr17
ENSMUST00000129178	Hsp90b1__chr10
ENSMUST00000129179	Ranbp17__chr11
ENSMUST00000129180	Morn1__chr4
ENSMUST00000129181	Sdhb__chr4
ENSMUST00000129182	Fat4__chr3
ENSMUST00000129183	Zfp593__chr4
ENSMUST00000129184	Gpr155__chr2
ENSMUST00000129185	Nhsl2__chrX
ENSMUST00000129186	Gsdma2__chr11
ENSMUST00000129187	Atp8b4__chr2
ENSMUST00000129188	Rere__chr4
ENSMUST00000129189	Arhgef16__chr4
ENSMUST00000129190	Kansl1l__chr1
ENSMUST00000129191	E130307A14Rik__chr10
ENSMUST00000129192	Fhad1__chr4
ENSMUST00000129193	Golga2__chr2
ENSMUST00000129194	Slc25a19__chr11
ENSMUST00000129195	Adamts20__chr15
ENSMUST00000129197	Psmb3__chr11
ENSMUST00000129198	Srsf10__chr4
ENSMUST00000129199	Klhl22__chr16
ENSMUST00000129200	Cnpy3__chr17
ENSMUST00000129201	Tmem69__chr4
ENSMUST00000129202	Rnf157__chr11
ENSMUST00000129203	2310003H01Rik__chr11
ENSMUST00000129204	Dnaja1__chr4
ENSMUST00000129205	Satb1__chr17
ENSMUST00000129206	Bcl2l11__chr2
ENSMUST00000129207	Gm11844__chr4
ENSMUST00000129209	Gm14364__chrX
ENSMUST00000129210	Slc35c2__chr2
ENSMUST00000129211	Sept2__chr1
ENSMUST00000129212	Radil__chr5
ENSMUST00000129213	Etnk2__chr1
ENSMUST00000129214	Sapcd2__chr2
ENSMUST00000129215	1700003G13Rik__chr9
ENSMUST00000129217	Tnni1__chr1
ENSMUST00000129218	Ddx59__chr1
ENSMUST00000129219	Pnkd__chr1
ENSMUST00000129220	Tceanc2__chr4
ENSMUST00000129221	Oprm1__chr10
ENSMUST00000129222	Art3__chr5
ENSMUST00000129223	Rapgef3__chr15
ENSMUST00000129224	Mpdu1__chr11
ENSMUST00000129225	P3h3__chr6
ENSMUST00000129226	Luc7l__chr17
ENSMUST00000129227	Zscan10__chr17
ENSMUST00000129228	Abhd12__chr2
ENSMUST00000129229	Pwwp2a__chr11
ENSMUST00000129230	Luzp1__chr4
ENSMUST00000129231	Cdkal1__chr13
ENSMUST00000129232	Ggt1__chr10
ENSMUST00000129233	Rnf181__chr6
ENSMUST00000129234	2810408A11Rik__chr11
ENSMUST00000129235	Stk11__chr10
ENSMUST00000129236	St6galnac2__chr11
ENSMUST00000129237	1810062O18Rik__chr14
ENSMUST00000129238	Colq__chr14
ENSMUST00000129239	Ssr4__chrX
ENSMUST00000129240	Gtdc1__chr2
ENSMUST00000129241	Sptan1__chr2
ENSMUST00000129242	Cox15__chr19
ENSMUST00000129243	Evx1__chr6
ENSMUST00000129244	Rpia__chr6
ENSMUST00000129245	Meg3__chr12
ENSMUST00000129246	Kcnh2__chr5
ENSMUST00000129247	Gsta2__chr9
ENSMUST00000129248	Accsl__chr2
ENSMUST00000129249	Ercc2__chr7
ENSMUST00000129250	Klf4__chr4
ENSMUST00000129251	Gnb3__chr6
ENSMUST00000129252	Nab2__chr10
ENSMUST00000129253	Fbxo44__chr4
ENSMUST00000129254	Smap1__chr1
ENSMUST00000129255	Tmem72__chr6
ENSMUST00000129256	Vps53__chr11
ENSMUST00000129257	Rsu1__chr2
ENSMUST00000129258	Xrcc3__chr12
ENSMUST00000129259	Gm14808__chrX
ENSMUST00000129260	Fastkd1__chr2
ENSMUST00000129261	Gm11534__chr11
ENSMUST00000129262	Pdk2__chr11
ENSMUST00000129263	Anapc11__chr11
ENSMUST00000129264	Med31__chr11
ENSMUST00000129265	Anapc2__chr2
ENSMUST00000129266	Ush1c__chr7
ENSMUST00000129267	Cers2__chr3
ENSMUST00000129268	Slc27a5__chr7
ENSMUST00000129269	Stag1__chr9
ENSMUST00000129270	Slc25a1__chr16
ENSMUST00000129271	Xpr1__chr1
ENSMUST00000129272	Mapk7__chr11
ENSMUST00000129273	Prpf38b__chr3
ENSMUST00000129274	Spns2__chr11
ENSMUST00000129275	Usp46os1__chr5
ENSMUST00000129276	Ppip5k1__chr2
ENSMUST00000129277	1810043G02Rik__chr10
ENSMUST00000129278	Etl4__chr2
ENSMUST00000129279	Grik2__chr10
ENSMUST00000129280	Nubp1__chr16
ENSMUST00000129281	Myo5a__chr9
ENSMUST00000129282	Tle6__chr10
ENSMUST00000129283	Adgrl4__chr3
ENSMUST00000129284	Mtx2__chr2
ENSMUST00000129285	Pdgfc__chr3
ENSMUST00000129286	4930442J19Rik__chr2
ENSMUST00000129287	Baiap2l1__chr5
ENSMUST00000129288	G6pc2__chr2
ENSMUST00000129289	Top1__chr2
ENSMUST00000129290	Fam117a__chr11
ENSMUST00000129291	Ercc2__chr7
ENSMUST00000129292	Slco3a1__chr7
ENSMUST00000129293	Camk2d__chr3
ENSMUST00000129294	Scamp3__chr3
ENSMUST00000129295	Eif4a1__chr11
ENSMUST00000129296	Pir__chrX
ENSMUST00000129297	Thap7__chr16
ENSMUST00000129298	Inpp5k__chr11
ENSMUST00000129299	Klhl22__chr16
ENSMUST00000129300	Anapc2__chr2
ENSMUST00000129301	Slc22a21__chr11
ENSMUST00000129303	Clk1__chr1
ENSMUST00000129304	Rufy1__chr11
ENSMUST00000129305	Gpd1l__chr9
ENSMUST00000129306	Fscn1__chr5
ENSMUST00000129307	Gucd1__chr10
ENSMUST00000129308	Flad1__chr3
ENSMUST00000129309	Lgr5__chr10
ENSMUST00000129310	Dcaf11__chr14
ENSMUST00000129311	Rpl13__chr8
ENSMUST00000129312	Hist1h2be__chr13
ENSMUST00000129313	Cyth2__chr7
ENSMUST00000129314	Ski__chr4
ENSMUST00000129315	Prdx1__chr4
ENSMUST00000129316	Rtkn__chr6
ENSMUST00000129317	Cmpk1__chr4
ENSMUST00000129318	Gm12185__chr11
ENSMUST00000129319	Wdr3__chr3
ENSMUST00000129320	Rassf1__chr9
ENSMUST00000129321	Chd3os__chr11
ENSMUST00000129322	Trpc3__chr3
ENSMUST00000129323	Ptprj__chr2
ENSMUST00000129324	Ucp2__chr7
ENSMUST00000129325	Slc1a3__chr15
ENSMUST00000129326	Smad4__chr18
ENSMUST00000129327	Endov__chr11
ENSMUST00000129328	Gabbr2__chr4
ENSMUST00000129329	Gm15205__chrX
ENSMUST00000129330	Sec14l3__chr11
ENSMUST00000129331	Prdm15__chr16
ENSMUST00000129332	Qprt__chr7
ENSMUST00000129333	Hspa5__chr2
ENSMUST00000129334	9030624J02Rik__chr7
ENSMUST00000129335	Numb__chr12
ENSMUST00000129336	Slc35c2__chr2
ENSMUST00000129337	Gm11508__chr11
ENSMUST00000129338	Actn4__chr7
ENSMUST00000129339	Eef1b2__chr1
ENSMUST00000129340	Pgap2__chr7
ENSMUST00000129341	1700049G17Rik__chr7
ENSMUST00000129342	Khdrbs1__chr4
ENSMUST00000129343	A430078I02Rik__chr6
ENSMUST00000129344	Pon3__chr6
ENSMUST00000129345	1110004E09Rik__chr16
ENSMUST00000129346	Dnajc7__chr11
ENSMUST00000129347	Ablim2__chr5
ENSMUST00000129348	Fam188a__chr2
ENSMUST00000129349	Tsc22d4__chr5
ENSMUST00000129350	Crybg3__chr16
ENSMUST00000129351	Rmdn3__chr2
ENSMUST00000129352	Dek__chr13
ENSMUST00000129353	1700112J05Rik__chr5
ENSMUST00000129354	Arf3__chr15
ENSMUST00000129355	Nuak1__chr10
ENSMUST00000129356	Ap1s1__chr5
ENSMUST00000129357	Celf6__chr9
ENSMUST00000129358	Fam175a__chr5
ENSMUST00000129359	Tmem5__chr10
ENSMUST00000129360	Mdfi__chr17
ENSMUST00000129361	Kcnq2__chr2
ENSMUST00000129362	Smoc1__chr12
ENSMUST00000129363	Nt5dc1__chr10
ENSMUST00000129364	Zfp335os__chr2
ENSMUST00000129365	1700025D23Rik__chr11
ENSMUST00000129367	Idh3g__chrX
ENSMUST00000129368	Usp34__chr11
ENSMUST00000129369	Rfc5__chr5
ENSMUST00000129370	Itga8__chr2
ENSMUST00000129371	Cenpu__chr8
ENSMUST00000129372	Poldip3__chr15
ENSMUST00000129373	B230206H07Rik__chr7
ENSMUST00000129374	Pde4d__chr13
ENSMUST00000129375	Tulp1__chr17
ENSMUST00000129376	2700049A03Rik__chr12
ENSMUST00000129377	Ccm2l__chr2
ENSMUST00000129378	Arhgef39__chr4
ENSMUST00000129379	Gm11767__chr11
